problem_name,agent_id,user_id,seconds
Complex Numbers,baseline,715,3442
Circular Linked List,zimmerman,609,30
Averager,baseline,621,120
Set Product,baseline,688,2199
All permutations,chi,233,3080
Complex Numbers,chi,270,4590
Set Product,zimmerman,82,8430
Complex Numbers,baseline,21,3278
Set Product,zimmerman,568,214
All permutations,chi,151,304
Set Product,zimmerman,421,1510
Complex Numbers,baseline,577,3358
Averager,zimmerman,796,349
Set Product,chi,6,210
Averager,zimmerman,50,527
Complex Numbers,chi,745,325
Set Product,baseline,247,960
Complex Numbers,zimmerman,266,277
Complex Numbers,zimmerman,536,7300
Complex Numbers,zimmerman,406,525
All permutations,chi,602,30
Averager,zimmerman,729,785
All permutations,zimmerman,224,2966
Averager,baseline,21,1552
Averager,baseline,205,783
All permutations,chi,423,2430
Complex Numbers,zimmerman,352,4077
All permutations,baseline,688,1611
Complex Numbers,zimmerman,522,5309
Complex Numbers,chi,716,6881
Complex Numbers,baseline,428,2475
All permutations,zimmerman,695,2586
Averager,zimmerman,460,910
Set Product,baseline,795,5190
All permutations,zimmerman,568,821
All permutations,baseline,721,1619
Set Product,baseline,263,743
All permutations,chi,389,2268
All permutations,chi,754,975
Set Product,baseline,721,5329
Set Product,chi,778,7864
Complex Numbers,baseline,667,3184
Averager,chi,526,773
Averager,chi,6,800
Averager,baseline,428,444
Complex Numbers,baseline,485,351
Set Product,zimmerman,601,1482
Set Product,zimmerman,585,209
Averager,zimmerman,689,831
Complex Numbers,chi,526,3424
Set Product,zimmerman,298,5933
Complex Numbers,chi,656,4185
Averager,chi,716,1487
Set Product,baseline,125,5707
All permutations,baseline,529,2161
Set Product,baseline,132,2726
Set Product,chi,736,878
Set Product,zimmerman,320,1906
Complex Numbers,baseline,643,105
Complex Numbers,baseline,92,3967
Averager,chi,756,149
Averager,chi,14,453
Averager,chi,681,1000
Averager,baseline,442,365
All permutations,chi,481,1714
Set Product,chi,765,4267
Averager,chi,793,630
Set Product,baseline,130,458
Set Product,zimmerman,420,2941
Complex Numbers,chi,14,1920
Complex Numbers,chi,193,651
Set Product,baseline,321,1851
Complex Numbers,zimmerman,689,2608
Complex Numbers,baseline,383,5114
All permutations,chi,215,1403
Set Product,zimmerman,785,6987
Set Product,baseline,326,436
Averager,baseline,715,788
Averager,baseline,383,2196
Set Product,chi,622,3519
Set Product,baseline,136,2518
Set Product,baseline,717,1499
Set Product,baseline,593,1164
Set Product,baseline,400,3045
Set Product,chi,154,232
All permutations,baseline,10,2589
All permutations,zimmerman,687,2000
Set Product,zimmerman,206,2633
Averager,baseline,649,657
Complex Numbers,baseline,649,3614
Set Product,baseline,10,3749
All permutations,chi,765,1440
Set Product,baseline,131,6573
All permutations,baseline,400,994
Complex Numbers,chi,456,4316
Set Product,baseline,713,5853
Set Product,baseline,118,7216
Complex Numbers,baseline,86,3722
Set Product,zimmerman,409,2249
Complex Numbers,chi,56,8915
Averager,chi,544,257
Set Product,chi,635,2150
All permutations,zimmerman,542,1461
Set Product,baseline,22,1542
Averager,baseline,618,194
Set Product,chi,804,1990
Set Product,zimmerman,542,3211
Complex Numbers,zimmerman,467,3569
Complex Numbers,baseline,430,4375
Complex Numbers,zimmerman,539,3762
Averager,chi,108,120
Averager,chi,292,901
Averager,baseline,580,244
All permutations,zimmerman,420,2405
Set Product,chi,202,2564
Averager,chi,639,642
All permutations,baseline,136,2725
Averager,baseline,86,659
Set Product,chi,504,3825
Complex Numbers,baseline,580,673
Set Product,baseline,548,2457
All permutations,baseline,730,962
Complex Numbers,zimmerman,276,4222
Set Product,chi,164,3139
All permutations,zimmerman,206,213
Complex Numbers,chi,284,3161
Complex Numbers,chi,389,4029
All permutations,chi,190,2529
All permutations,zimmerman,29,240
Averager,chi,456,838
Set Product,chi,368,4194
Set Product,zimmerman,607,1375
All permutations,zimmerman,785,2044
Averager,chi,389,593
Complex Numbers,chi,371,9091
Complex Numbers,chi,693,4714
Complex Numbers,chi,391,4079
All permutations,baseline,22,1403
Complex Numbers,chi,464,6404
Averager,baseline,489,767
Averager,baseline,761,187
All permutations,zimmerman,82,7256
Set Product,zimmerman,517,3076
Averager,baseline,95,358
Complex Numbers,baseline,682,3046
Complex Numbers,zimmerman,495,2457
Complex Numbers,chi,662,4191
Complex Numbers,chi,681,5977
Set Product,baseline,518,3879
Averager,zimmerman,276,1744
Complex Numbers,baseline,187,5167
Set Product,chi,461,1351
Averager,chi,486,1240
Set Product,baseline,124,4663
Complex Numbers,baseline,77,5905
Complex Numbers,baseline,328,426
Complex Numbers,baseline,341,2546
Averager,zimmerman,181,1297
All permutations,baseline,548,1867
Averager,zimmerman,539,660
Averager,chi,213,644
All permutations,chi,193,1156
Set Product,baseline,647,1512
Complex Numbers,chi,213,4014
Averager,baseline,341,782
Set Product,chi,114,1302
Set Product,baseline,799,1115
Complex Numbers,baseline,576,2664
Averager,zimmerman,495,600
Complex Numbers,zimmerman,171,6457
Averager,baseline,682,982
Complex Numbers,chi,530,5280
Set Product,chi,697,261
Set Product,zimmerman,789,2445
Set Product,zimmerman,179,2715
Set Product,zimmerman,801,4284
Averager,zimmerman,416,1094
Complex Numbers,baseline,400,585
Averager,zimmerman,113,918
Set Product,baseline,16,391
Averager,chi,35,1969
Complex Numbers,zimmerman,634,4550
Complex Numbers,zimmerman,113,3508
Set Product,zimmerman,472,7118
Complex Numbers,chi,305,441
Averager,baseline,430,784
Set Product,zimmerman,241,1777
Averager,zimmerman,38,163
Complex Numbers,baseline,143,6385
Complex Numbers,baseline,53,1682
Complex Numbers,zimmerman,800,3174
Complex Numbers,baseline,489,2851
Complex Numbers,chi,379,3197
Averager,zimmerman,740,1051
Complex Numbers,chi,630,4950
Averager,baseline,576,905
All permutations,zimmerman,517,2671
Set Product,zimmerman,512,3655
Averager,zimmerman,522,67
Set Product,chi,441,3290
Averager,baseline,116,691
Complex Numbers,chi,37,1110
All permutations,zimmerman,601,5344
Complex Numbers,chi,66,4542
Set Product,baseline,482,3484
Set Product,chi,69,4044
Complex Numbers,baseline,116,5077
Set Product,baseline,222,3819
All permutations,zimmerman,536,2578
Complex Numbers,zimmerman,188,4329
Averager,baseline,143,1255
Complex Numbers,zimmerman,690,5746
Set Product,baseline,788,4313
Complex Numbers,chi,629,6096
Averager,chi,530,908
Complex Numbers,baseline,561,4734
Set Product,chi,673,1260
Complex Numbers,zimmerman,152,2384
Averager,chi,391,993
Complex Numbers,zimmerman,632,1705
All permutations,zimmerman,179,2104
All permutations,baseline,717,500
Set Product,baseline,309,672
Complex Numbers,baseline,2,2262
All permutations,baseline,363,2202
Set Product,chi,563,509
All permutations,chi,673,1044
Averager,zimmerman,632,342
All permutations,baseline,118,2232
Complex Numbers,zimmerman,787,83
Averager,chi,371,832
Complex Numbers,zimmerman,41,376
Averager,chi,66,1376
Averager,chi,233,1867
Set Product,chi,253,3904
Averager,zimmerman,188,961
Averager,baseline,256,62
Averager,baseline,92,1201
Complex Numbers,baseline,145,129
Averager,baseline,311,1015
Complex Numbers,zimmerman,770,3492
Averager,zimmerman,533,60
Complex Numbers,zimmerman,317,3124
All permutations,chi,778,445
Complex Numbers,baseline,311,3807
Complex Numbers,zimmerman,547,875
Complex Numbers,baseline,396,3862
All permutations,chi,804,3768
Averager,zimmerman,171,529
Complex Numbers,zimmerman,63,3337
Averager,baseline,561,1012
Averager,baseline,77,2469
Set Product,baseline,260,3423
Complex Numbers,chi,137,3597
Set Product,zimmerman,382,2785
All permutations,chi,392,475
Averager,chi,479,868
All permutations,zimmerman,512,1580
Set Product,baseline,123,587
Complex Numbers,baseline,558,2795
Set Product,chi,666,3999
All permutations,baseline,680,2178
Averager,zimmerman,590,260
Averager,zimmerman,277,716
Complex Numbers,chi,725,3562
Set Product,chi,588,2037
Averager,chi,137,941
Set Product,zimmerman,779,1276
All permutations,zimmerman,320,1806
Complex Numbers,zimmerman,277,3499
All permutations,chi,622,1663
Averager,zimmerman,531,972
All permutations,chi,368,2174
Averager,baseline,558,425
Averager,zimmerman,317,1012
Averager,chi,725,560
Averager,zimmerman,547,216
Averager,zimmerman,696,1295
Set Product,chi,783,1431
Set Product,zimmerman,709,2848
All permutations,chi,395,11562
Complex Numbers,zimmerman,20,2726
Complex Numbers,zimmerman,297,2915
Understanding Pointers - First_Char,baseline,753,122
All permutations,chi,783,147
Set Product,chi,190,3993
Averager,baseline,187,433
Set Product,chi,496,176
Set Product,zimmerman,531,2408
Averager,chi,464,829
Complex Numbers,chi,429,5736
Averager,chi,449,765
All permutations,baseline,222,2685
Complex Numbers,zimmerman,176,4827
Averager,zimmerman,176,709
Complex Numbers,baseline,75,31
All permutations,chi,563,402
Complex Numbers,zimmerman,696,5511
Set Product,zimmerman,249,6413
All permutations,baseline,795,3368
All permutations,chi,734,1631
Complex Numbers,chi,449,4348
Complex Numbers,zimmerman,590,582
Complex Numbers,zimmerman,599,3814
All permutations,chi,588,2174
Averager,baseline,633,2595
Averager,chi,4,805
All permutations,chi,149,539
All permutations,chi,666,3237
Averager,baseline,411,450
Set Product,chi,562,2971
Complex Numbers,chi,73,4602
Complex Numbers,zimmerman,589,4328
All permutations,baseline,309,2572
All permutations,chi,429,608
Averager,zimmerman,297,1112
Set Product,chi,149,3049
Set Product,zimmerman,764,3123
Set Product,baseline,691,3924
All permutations,baseline,660,30
Averager,zimmerman,20,665
Set Product,chi,774,1661
Complex Numbers,baseline,385,2914
Set Product,chi,395,5599
Set Product,baseline,660,946
Complex Numbers,chi,714,244
Complex Numbers,baseline,173,2754
Averager,chi,629,864
Averager,chi,61,385
All permutations,zimmerman,531,3233
Averager,chi,139,779
All permutations,baseline,551,1057
All permutations,chi,619,1734
Set Product,baseline,104,2266
All permutations,baseline,518,3110
All permutations,chi,47,4213
Complex Numbers,chi,170,516
Set Product,zimmerman,227,4175
Complex Numbers,baseline,10,3536
Averager,chi,284,610
Averager,zimmerman,352,746
Averager,zimmerman,63,814
Set Product,baseline,147,6154
Set Product,chi,540,957
Set Product,chi,546,61
All permutations,chi,498,1360
Complex Numbers,zimmerman,262,4783
Set Product,chi,603,4046
Complex Numbers,zimmerman,587,3452
Averager,baseline,385,446
Complex Numbers,chi,4,3778
All permutations,zimmerman,710,3870
All permutations,zimmerman,225,4758
All permutations,baseline,594,2010
All permutations,chi,635,1503
Set Product,chi,155,7505
All permutations,baseline,124,60
Set Product,zimmerman,743,3635
Averager,zimmerman,587,438
Complex Numbers,chi,98,852
All permutations,chi,566,478
All permutations,zimmerman,607,1471
Set Product,zimmerman,440,1504
Set Product,zimmerman,671,3188
Complex Numbers,zimmerman,153,690
Complex Numbers,baseline,157,2910
Set Product,zimmerman,604,4043
Set Product,zimmerman,528,4521
Complex Numbers,baseline,659,3843
Complex Numbers,baseline,93,3373
All permutations,baseline,104,1230
Complex Numbers,baseline,433,2981
All permutations,zimmerman,586,4490
Set Product,chi,0,5368
Averager,zimmerman,791,2476
All permutations,zimmerman,671,1504
All permutations,chi,155,1976
Set Product,baseline,34,1228
Averager,baseline,613,477
Averager,zimmerman,167,264
Set Product,zimmerman,42,1956
Set Product,chi,468,647
Complex Numbers,baseline,175,2053
Complex Numbers,baseline,613,1812
Complex Numbers,chi,734,2789
Set Product,zimmerman,141,650
Set Product,baseline,65,3757
Averager,chi,144,553
Averager,zimmerman,467,997
Set Product,chi,169,3157
Averager,baseline,175,241
Complex Numbers,chi,139,94
All permutations,baseline,244,570
Averager,baseline,93,515
All permutations,chi,631,8212
Set Product,zimmerman,209,3444
Set Product,baseline,231,2313
Complex Numbers,zimmerman,167,2720
Averager,baseline,659,978
Set Product,baseline,377,149
All permutations,baseline,231,1127
Complex Numbers,chi,202,3737
Averager,chi,270,746
Complex Numbers,chi,498,3745
Set Product,chi,631,987
Set Product,chi,44,3224
All permutations,chi,202,1344
All permutations,chi,0,2964
Complex Numbers,chi,216,3713
Averager,chi,498,1393
Complex Numbers,baseline,74,4607
All permutations,baseline,263,143
Complex Numbers,chi,592,6080
Set Product,chi,47,6299
All permutations,chi,253,4131
All permutations,baseline,273,3299
Complex Numbers,baseline,807,2923
Set Product,zimmerman,665,5719
Averager,baseline,433,597
Set Product,baseline,581,302
Set Product,baseline,51,7766
Set Product,baseline,545,4231
Set Product,baseline,344,3065
Complex Numbers,chi,538,1329
All permutations,chi,573,184
Set Product,baseline,273,4083
Complex Numbers,chi,609,7586
Set Product,baseline,70,6216
Complex Numbers,chi,144,4907
Set Product,chi,216,3024
Complex Numbers,baseline,117,2131
Set Product,baseline,462,2385
Complex Numbers,zimmerman,107,2077
Set Product,baseline,49,1755
Complex Numbers,zimmerman,541,464
All permutations,zimmerman,42,1679
Set Product,chi,550,381
Averager,chi,786,787
Complex Numbers,baseline,705,268
Averager,baseline,173,493
Set Product,chi,564,2339
All permutations,baseline,268,1276
Averager,chi,810,1251
Averager,chi,797,314
Complex Numbers,chi,57,5437
All permutations,zimmerman,209,1872
All permutations,chi,9,30
Averager,chi,267,1004
Complex Numbers,baseline,142,6333
Set Product,zimmerman,156,1610
All permutations,chi,216,2092
Set Product,zimmerman,480,1927
Complex Numbers,chi,294,1033
All permutations,zimmerman,156,1830
All permutations,baseline,51,6644
Set Product,baseline,268,1872
All permutations,chi,115,687
Set Product,zimmerman,378,5281
All permutations,chi,564,839
Set Product,chi,653,881
Set Product,baseline,506,4919
Set Product,baseline,701,2630
Complex Numbers,baseline,411,3348
Complex Numbers,chi,786,3210
All permutations,baseline,691,2531
Averager,zimmerman,599,592
All permutations,zimmerman,378,1467
All permutations,zimmerman,298,3020
All permutations,baseline,545,1431
Complex Numbers,baseline,606,948
Complex Numbers,chi,138,350
Averager,zimmerman,690,233
All permutations,zimmerman,431,30
All permutations,chi,676,2258
Set Product,chi,388,1455
Set Product,zimmerman,399,3053
Set Product,baseline,323,4969
Averager,chi,429,1073
Set Product,chi,776,3355
Set Product,baseline,487,1326
Complex Numbers,chi,797,1982
Set Product,chi,803,421
Set Product,zimmerman,747,2857
Set Product,chi,369,1727
Averager,chi,557,971
Complex Numbers,baseline,273,156
All permutations,zimmerman,480,1765
Averager,baseline,273,30
Set Product,zimmerman,163,1831
Complex Numbers,baseline,414,3489
All permutations,baseline,581,30
Averager,zimmerman,800,597
Averager,chi,170,217
All permutations,baseline,34,346
Set Product,zimmerman,497,1175
Complex Numbers,zimmerman,36,4098
Complex Numbers,chi,557,65
Complex Numbers,chi,291,1467
All permutations,baseline,788,3897
Averager,baseline,577,565
Averager,zimmerman,654,655
Averager,chi,138,161
Complex Numbers,baseline,335,473
Complex Numbers,baseline,641,109
All permutations,chi,504,3058
Averager,baseline,74,307
All permutations,chi,603,2516
Averager,baseline,606,337
All permutations,zimmerman,373,2194
Averager,chi,291,1372
Complex Numbers,zimmerman,654,4729
Set Product,baseline,641,180
Averager,zimmerman,777,1206
All permutations,zimmerman,241,477
All permutations,chi,56,5247
Complex Numbers,zimmerman,347,73
Averager,baseline,117,1243
Set Product,baseline,790,1064
Averager,baseline,427,1750
All permutations,baseline,506,4578
Averager,chi,609,1289
All permutations,zimmerman,747,2315
All permutations,zimmerman,764,2297
All permutations,chi,169,701
Set Product,zimmerman,168,6650
All permutations,chi,148,60
Averager,baseline,705,797
Complex Numbers,chi,810,3272
Averager,baseline,142,1150
All permutations,chi,403,3577
Set Product,zimmerman,727,501
All permutations,baseline,70,3648
Complex Numbers,zimmerman,739,4086
Averager,chi,592,3194
Complex Numbers,zimmerman,777,2816
All permutations,chi,776,1469
Set Product,baseline,112,5488
Averager,baseline,625,1310
All permutations,zimmerman,393,743
Set Product,baseline,109,3475
Complex Numbers,chi,754,6000
All permutations,zimmerman,440,2047
All permutations,baseline,109,1443
Set Product,zimmerman,303,2990
Complex Numbers,zimmerman,542,3233
All permutations,baseline,344,196
Averager,zimmerman,770,541
Averager,zimmerman,751,1385
Dynamic Queue,chi,430,6953
Set Product,chi,40,30
Averager,zimmerman,262,859
All permutations,chi,257,1697
Averager,baseline,71,100
All permutations,chi,562,2439
Dynamic Queue,chi,591,2211
Complex Numbers,zimmerman,459,3359
All permutations,chi,697,1213
Complex Numbers,chi,486,325
All permutations,baseline,230,60
Averager,baseline,335,621
Complex Numbers,baseline,8,3952
Set Product,baseline,48,326
Complex Numbers,chi,100,258
Complex Numbers,chi,361,7956
Dynamic Queue,baseline,162,2482
Complex Numbers,chi,272,566
Averager,zimmerman,739,848
Set Product,baseline,230,254
Set Product,chi,728,4480
Averager,baseline,596,1048
Set Product,zimmerman,5,1548
Binary Tree Depth,chi,430,1410
Complex Numbers,zimmerman,106,2512
Complex Numbers,zimmerman,760,5421
All permutations,baseline,112,3090
Complex Numbers,baseline,537,230
All permutations,zimmerman,789,182
Complex Numbers,baseline,340,1953
Averager,baseline,398,660
Averager,zimmerman,174,388
Set Product,zimmerman,750,3864
Set Product,baseline,474,1896
All permutations,chi,775,1837
Set Product,chi,99,1334
Set Product,chi,43,256
Complex Numbers,zimmerman,794,87
Set Product,chi,471,5332
Averager,zimmerman,106,629
Averager,baseline,340,773
Set Product,zimmerman,327,3925
Averager,zimmerman,134,580
All permutations,zimmerman,604,2536
Set Product,chi,158,56
Set Product,chi,257,3286
Averager,chi,784,1419
Set Product,zimmerman,499,2766
Averager,chi,782,129
All permutations,chi,471,6713
Complex Numbers,zimmerman,432,3669
All permutations,zimmerman,382,1550
Complex Numbers,chi,120,2055
Complex Numbers,baseline,408,2236
Set Product,baseline,140,60
All permutations,zimmerman,466,651
All permutations,baseline,84,1470
Averager,zimmerman,432,930
Complex Numbers,baseline,427,7482
Averager,zimmerman,459,752
Complex Numbers,baseline,527,1364
Complex Numbers,chi,765,5557
Dynamic Queue,baseline,387,433
All permutations,baseline,123,314
Averager,baseline,527,294
All permutations,zimmerman,451,1485
All permutations,baseline,701,2698
Dynamic Queue,zimmerman,444,1599
Complex Numbers,chi,99,3081
Set Product,zimmerman,362,2514
Set Product,zimmerman,281,60
All permutations,zimmerman,76,1321
Set Product,baseline,316,60
All permutations,chi,441,137
Complex Numbers,chi,325,2295
Complex Numbers,baseline,252,1489
Set Product,zimmerman,523,2199
All permutations,chi,69,1729
Set Product,baseline,712,1352
Averager,chi,370,584
Set Product,zimmerman,726,5270
Set Product,zimmerman,76,2058
All permutations,baseline,678,855
All permutations,zimmerman,181,3298
All permutations,chi,616,306
Dynamic Queue,zimmerman,45,1922
Set Product,baseline,380,1122
Complex Numbers,chi,177,81
Set Product,chi,413,4198
All permutations,zimmerman,743,970
Set Product,baseline,251,3417
Set Product,chi,616,1435
All permutations,baseline,321,2077
All permutations,zimmerman,315,4624
Complex Numbers,chi,111,1763
All permutations,baseline,712,788
Averager,zimmerman,542,903
Set Product,zimmerman,466,2291
Averager,zimmerman,760,1402
Complex Numbers,zimmerman,642,2423
Complex Numbers,zimmerman,768,3942
Averager,zimmerman,153,335
Set Product,chi,470,1841
Complex Numbers,chi,784,2166
Averager,baseline,807,712
Set Product,baseline,490,306
Averager,chi,189,1251
Complex Numbers,baseline,217,3013
Set Product,chi,85,103
All permutations,chi,470,1808
Set Product,baseline,312,1715
All permutations,chi,154,12
Averager,baseline,157,537
Averager,chi,111,322
Set Product,zimmerman,283,161
Complex Numbers,baseline,234,862
Complex Numbers,zimmerman,747,2973
Averager,chi,272,335
Set Product,zimmerman,447,1305
All permutations,chi,85,78
Complex Numbers,baseline,769,2521
Set Product,chi,397,1423
All permutations,chi,397,1384
All permutations,chi,83,250
Averager,zimmerman,642,810
Complex Numbers,baseline,398,3049
All permutations,baseline,251,1654
Complex Numbers,baseline,707,920
All permutations,chi,183,539
Binary Tree Depth,chi,64,1319
All permutations,baseline,482,983
Averager,baseline,707,765
Averager,baseline,769,652
All permutations,baseline,312,1885
Binary Tree Depth,chi,313,150
Averager,baseline,694,1223
Binary Tree Depth,baseline,162,901
Complex Numbers,baseline,32,2431
Averager,chi,275,596
All permutations,zimmerman,447,1141
Set Product,chi,83,174
All permutations,baseline,147,309
All permutations,zimmerman,499,3562
Dynamic Queue,baseline,218,3961
Complex Numbers,baseline,731,3333
Averager,chi,304,450
All permutations,zimmerman,336,13
Set Product,zimmerman,336,30
Set Product,chi,574,1971
Complex Numbers,baseline,694,273
Dynamic Queue,chi,577,2678
All permutations,baseline,49,3970
All permutations,chi,369,2264
Dynamic Queue,baseline,692,3118
Averager,baseline,744,1650
Complex Numbers,baseline,363,4407
Complex Numbers,baseline,744,3786
All permutations,chi,461,466
Set Product,baseline,623,3521
Dynamic Queue,zimmerman,278,5123
Dynamic Queue,chi,398,5540
Complex Numbers,chi,566,3750
Complex Numbers,zimmerman,421,3306
Dynamic Queue,chi,64,5504
Averager,baseline,243,946
Averager,zimmerman,768,1685
Complex Numbers,baseline,27,4658
All permutations,zimmerman,303,2590
Dynamic Queue,zimmerman,644,6810
All permutations,chi,424,11
Complex Numbers,zimmerman,315,11912
Complex Numbers,chi,453,3702
Averager,chi,693,1084
Binary Tree Depth,baseline,478,180
Averager,chi,325,259
Complex Numbers,zimmerman,166,3776
Complex Numbers,zimmerman,638,1743
Averager,baseline,537,130
Complex Numbers,chi,622,45
Complex Numbers,zimmerman,750,1163
All permutations,chi,388,3567
Averager,baseline,363,874
Binary Tree Depth,zimmerman,45,1473
Dynamic Queue,chi,17,4114
Dynamic Queue,baseline,219,2649
Binary Tree Depth,chi,577,1986
All permutations,baseline,647,1566
All permutations,zimmerman,163,2392
Binary Tree Depth,chi,198,1141
Dynamic Queue,chi,203,2743
Binary Tree Depth,baseline,729,2199
Complex Numbers,chi,700,6071
Dynamic Queue,chi,271,3708
Complex Numbers,zimmerman,751,1050
Averager,baseline,551,747
Complex Numbers,zimmerman,163,1476
Complex Numbers,chi,514,1960
Averager,baseline,414,570
Binary Tree Depth,baseline,226,1293
Binary Tree Depth,baseline,219,1287
Dynamic Queue,chi,198,3282
Averager,baseline,8,29
Averager,zimmerman,224,1084
Complex Numbers,baseline,244,987
Dynamic Queue,zimmerman,35,7287
Set Product,zimmerman,703,3848
Complex Numbers,zimmerman,224,3455
Complex Numbers,baseline,551,2068
Complex Numbers,chi,189,6068
Averager,chi,656,1313
Dynamic Queue,baseline,171,3303
Complex Numbers,zimmerman,559,306
Averager,baseline,244,450
Dynamic Queue,zimmerman,741,30
Complex Numbers,zimmerman,568,3209
Binary Tree Depth,zimmerman,811,1257
Complex Numbers,baseline,691,2114
Complex Numbers,baseline,52,4110
Set Product,chi,784,473
Complex Numbers,baseline,402,3730
Complex Numbers,zimmerman,362,1112
Dynamic Queue,chi,414,3474
Binary Tree Depth,baseline,218,554
Dynamic Queue,zimmerman,349,606
Dynamic Queue,zimmerman,669,4083
Dynamic Queue,zimmerman,526,297
Binary Tree Depth,zimmerman,669,1488
Dynamic Queue,chi,88,2755
Dynamic Queue,chi,302,743
Dynamic Queue,baseline,126,5468
Complex Numbers,zimmerman,610,3059
Dynamic Queue,zimmerman,636,6995
Binary Tree Depth,chi,271,1505
Binary Tree Depth,baseline,533,758
Binary Tree Depth,zimmerman,636,59
Dynamic Queue,chi,410,2717
Dynamic Queue,zimmerman,240,3417
Complex Numbers,chi,44,414
Dynamic Queue,baseline,533,2801
Averager,chi,261,29
Binary Tree Depth,baseline,165,1293
Complex Numbers,zimmerman,221,3973
Binary Tree Depth,zimmerman,526,1139
Averager,baseline,543,1109
Averager,zimmerman,610,534
Averager,baseline,691,389
Complex Numbers,chi,332,156
Dynamic Queue,baseline,165,123
Dynamic Queue,zimmerman,108,572
Dynamic Queue,baseline,355,4069
Averager,baseline,234,130
Binary Tree Depth,baseline,355,690
Averager,chi,734,708
Averager,zimmerman,536,718
Set Product,baseline,54,4495
Dynamic Queue,baseline,507,3054
Dynamic Queue,zimmerman,784,5427
Dynamic Queue,zimmerman,629,3778
Binary Tree Depth,baseline,507,415
Binary Tree Depth,chi,17,1036
Complex Numbers,baseline,799,3302
Binary Tree Depth,chi,410,1170
Binary Tree Depth,zimmerman,35,1614
Dynamic Queue,baseline,226,2709
Complex Numbers,baseline,161,2460
Complex Numbers,chi,666,3998
Binary Tree Depth,zimmerman,345,1319
Binary Tree Depth,zimmerman,629,1278
Complex Numbers,zimmerman,353,2151
Complex Numbers,baseline,529,5064
Dynamic Queue,zimmerman,345,1914
Array-based Vector - Rule of Three,baseline,753,1275
Complex Numbers,zimmerman,225,4101
Dynamic Queue,baseline,749,3568
Complex Numbers,chi,11,3485
Complex Numbers,baseline,55,4491
Dynamic Queue,chi,658,8158
All permutations,zimmerman,727,590
Averager,chi,172,97
Averager,baseline,52,1032
Dynamic Queue,chi,348,729
Averager,chi,11,926
Complex Numbers,chi,110,918
Complex Numbers,baseline,123,986
Complex Numbers,baseline,34,1850
Averager,baseline,402,321
Dynamic Queue,zimmerman,367,4287
Averager,baseline,212,921
Binary Tree Depth,zimmerman,583,748
Averager,baseline,217,1225
Complex Numbers,chi,481,4839
Complex Numbers,baseline,212,3562
Binary Tree Depth,chi,8,2369
Complex Numbers,baseline,450,4568
Binary Tree Depth,baseline,749,612
Dynamic Queue,chi,116,5716
Complex Numbers,baseline,706,292
Averager,baseline,161,593
Complex Numbers,baseline,118,4086
Complex Numbers,chi,199,588
Complex Numbers,baseline,207,2246
Dynamic Queue,baseline,412,2799
Dynamic Queue,chi,515,6488
Complex Numbers,chi,69,457
Dynamic Queue,zimmerman,120,2403
Binary Tree Depth,baseline,412,507
Binary Tree Depth,zimmerman,753,1915
Complex Numbers,chi,259,360
Binary Tree Depth,zimmerman,264,6568
Binary Tree Depth,chi,88,995
Binary Tree Depth,zimmerman,108,540
Complex Numbers,baseline,506,4191
Dynamic Queue,zimmerman,753,2633
Dynamic Queue,chi,95,2494
Dynamic Queue,baseline,317,5201
Dynamic Queue,chi,422,3400
Complex Numbers,chi,388,4488
Dynamic Queue,zimmerman,264,175
Averager,chi,388,641
Dynamic Queue,baseline,276,8692
Dynamic Queue,baseline,555,468
Averager,baseline,55,1336
Averager,chi,804,610
Complex Numbers,zimmerman,695,3854
Complex Numbers,baseline,263,2679
Complex Numbers,chi,804,3785
Dynamic Queue,baseline,375,4686
Complex Numbers,chi,233,3816
Averager,zimmerman,695,757
Set Product,chi,403,1034
Averager,baseline,7,465
Complex Numbers,chi,215,3239
Averager,zimmerman,221,964
Binary Tree Depth,baseline,277,1717
Complex Numbers,zimmerman,179,2883
All permutations,zimmerman,615,652
Dynamic Queue,chi,121,2504
Averager,baseline,58,813
Averager,chi,69,286
Averager,chi,215,439
Averager,chi,199,644
Binary Tree Depth,zimmerman,189,2737
Binary Tree Depth,zimmerman,242,829
Binary Tree Depth,baseline,375,1154
Dynamic Queue,zimmerman,201,243
All permutations,chi,90,2061
Complex Numbers,chi,337,715
Dynamic Queue,chi,664,2341
Dynamic Queue,baseline,798,4405
Binary Tree Depth,zimmerman,449,930
Averager,baseline,207,240
Dynamic Queue,chi,7,3529
Averager,chi,99,618
Dynamic Queue,zimmerman,242,2462
Complex Numbers,zimmerman,358,3920
Complex Numbers,baseline,688,3062
Dynamic Queue,chi,360,3536
Dynamic Queue,chi,8,9460
Complex Numbers,chi,115,958
Dynamic Queue,zimmerman,405,3243
Dynamic Queue,chi,809,3595
Dynamic Queue,baseline,416,5600
Averager,chi,62,1325
Binary Tree Depth,baseline,416,1143
Binary Tree Depth,zimmerman,299,1713
Complex Numbers,chi,90,3172
Complex Numbers,zimmerman,586,4240
Binary Tree Depth,chi,414,1717
Averager,baseline,178,338
Averager,chi,202,268
Dynamic Queue,chi,383,7304
Binary Tree Depth,chi,809,954
Dynamic Queue,baseline,729,5353
Dynamic Queue,zimmerman,189,7645
Dynamic Queue,chi,682,3788
Dynamic Queue,baseline,740,8580
Complex Numbers,zimmerman,327,2501
Dynamic Queue,zimmerman,511,5179
Set Product,zimmerman,443,287
Binary Tree Depth,baseline,684,994
